,Date,Host,Weather,R_value,Race_name,Total_horse,Bracket_number,Horse_number,Odds,Popularity,Place,Rider,Penalty,Distance,Track_condition,Race_time,Margin,Passing,Pace,Fin,Horse_weight,Loser_horse,Prize
10,2016/01/31,2京都2,晴,11,シルクロードS(G3),16,1,1,4.4,2,1,浜中俊,57,芝1200,稍,1:07.9,-0.2,5-3,33.7-34.2,33.3,444(0),(ローレルベローチェ),"3,956.7"
11,2015/12/26,5阪神7,晴,11,阪神C(G2),17,8,15,12.9,5,2,浜中俊,57,芝1400,稍,1:21.4,0.0,11-11,34.8-34.8,34.2,444(+4),ロサギガンティア,"2,635.2"
12,2015/07/05,3中京2,曇,11,CBC賞(G3),17,4,7,4.0,1,2,浜中俊,55,芝1200,重,1:09.2,0.1,10-9,33.4-35.7,34.7,440(0),ウリウリ,"1,518.8"
13,2015/05/16,2東京7,曇,11,京王杯スプリングC(G2),18,1,2,6.4,4,12,浜中俊,56,芝1400,良,1:21.9,0.3,6-7,36.0-33.7,33.6,440(-4),サクラゴスペル,&nbsp;
14,2015/02/21,2京都7,晴,11,斑鳩S(1600万下),16,5,9,2.5,1,1,浜中俊,57,芝1400,良,1:20.2,-0.2,13-11,34.5-34.1,33.1,444(-2),(テイエムタイホー),"1,857.1"
15,2015/01/18,1中京2,晴,11,長篠S(1600万下),18,6,11,1.8,1,2,藤岡康太,57,芝1200,良,1:09.9,0.1,17-16,34.2-35.6,33.9,446(+2),ロンド,661.4
16,2014/11/24,5京都7,晴,11,醍醐S(1600万下),16,4,8,2.0,1,2,浜中俊,57,芝1200,良,1:07.9,0.0,12-12,34.0-33.9,32.9,444(0),マコトナワラタナ,730.0
17,2014/11/09,5京都2,曇,12,3歳以上1000万下,10,7,7,2.3,1,1,浜中俊,57,芝1200,良,1:08.0,-0.4,4-4,34.0-34.0,33.2,444(+6),(ケイアイユニコーン),"1,020.0"
18,2014/10/14,4京都3,晴,9,久多特別(1000万下),16,5,10,3.2,1,2,浜中俊,57.5,芝1400,良,1:21.1,0.0,10-9,35.4-34.1,33.4,438(+6),ベルルミエール,600.4
19,2014/07/26,3中京7,晴,10,知多特別(1000万下),12,6,7,2.5,1,3,浜中俊,57,芝1400,良,1:22.6,0.2,7-7,35.1-35.5,35.0,432(-2),アドマイヤイナズマ,373.8
20,2014/05/04,3京都4,晴,9,鷹ケ峰特別(1000万下),14,6,11,2.3,1,1,浜中俊,57,芝1400,良,1:20.4,0.0,8-9,34.8-34.3,33.2,434(-4),(マカハ),"1,516.4"
21,2014/04/06,2阪神4,晴,8,4歳以上1000万下,16,1,1,1.9,1,4,浜中俊,57,芝1400,良,1:21.8,0.2,16-16,34.6-35.6,33.7,438(0),ヤマノレオ,150.0
22,2014/03/01,1阪神1,小雨,10,山陽特別(1000万下),11,3,3,1.6,1,8,浜中俊,57,芝1400,良,1:21.9,0.4,9-6,34.8-35.1,34.9,438(0),フォーチュンスター,&nbsp;
23,2013/11/16,5京都5,晴,12,3歳以上1000万下,14,5,8,1.8,1,2,浜中俊,56,芝1400,良,1:22.2,0.1,9-10,36.4-33.9,33.4,438(-4),オースミイージー,400.0
24,2013/10/12,4京都3,晴,8,3歳以上500万下,18,5,10,2.7,1,1,浜中俊,55,芝1600,良,1:34.3,-0.2,7-6,35.7-34.2,33.8,442(+8),(ディープウェーブ),720.0
25,2013/06/08,3阪神3,晴,3,3歳未勝利,18,8,17,8.4,5,1,浜中俊,56,芝1400,良,1:21.4,-0.6,12-10,34.9-34.6,33.8,434(0),(ミキノティータイム),460.0
